"date","new_cases","reproduction_rate","hosp_patients_per_million","new_tests","positive_rate","stringency_index","average_adjusted_price","Shifted","two_week_return"
2020-04-14,64,0.41,8.298,4357,0.011,73.15,4.09664336956522,3.61478232608696,0.133302921174753
2020-04-15,25,0.4,7.794,4781,0.008,69.44,4.07979415217391,3.61478232608696,0.128641722831022
2020-04-16,22,0.4,7.445,8626,0.004,69.44,3.94786623913043,3.73816067391304,0.0560985959434095
2020-04-17,60,0.4,7.135,11527,0.004,69.44,4.04019943478261,3.76146215217391,0.0741034393892814
2020-04-18,46,0.39,6.864,14980,0.003,69.44,4.04019943478261,3.79375795652174,0.0649597262358867
2020-04-19,42,0.38,6.592,14589,0.003,69.44,4.04019943478261,3.95600004347826,0.0212839712788062
2020-04-20,13,0.36,6.476,10635,0.001,69.44,3.98813360869565,3.95600004347826,0.00812274137113964
2020-04-21,22,0.36,6.243,8373,0.003,69.44,3.85438510869565,3.95600004347826,-0.0256862825242199
2020-04-22,7,0.35,5.894,12430,0.001,69.44,3.81271613043478,3.95600004347826,-0.0362193911700511
2020-04-23,10,0.36,5.351,14128,0.001,69.44,3.77882667391304,3.95600004347826,-0.0447859877699698
2020-04-24,15,0.37,5.002,15705,0.001,69.44,3.76891982608696,4.09664336956522,-0.0799980652240771
2020-04-25,17,0.39,4.459,11887,0.002,69.44,3.76891982608696,4.07979415217391,-0.0761985322032259
2020-04-26,20,0.43,4.382,12193,0.001,69.44,3.76891982608696,3.94786623913043,-0.0453273748917323
2020-04-27,7,0.46,4.227,10613,0.001,69.44,3.8872577173913,4.04019943478261,-0.0378549920270293
2020-04-28,23,0.51,3.606,13616,0.001,69.44,4.0412285,4.04019943478261,0.000254706539615861
2020-04-29,8,0.55,3.451,13731,0.001,69.44,4.17445969565217,4.04019943478261,0.0332310973843769
2020-04-30,14,0.59,3.219,19231,0.001,69.44,4.38323219565217,3.98813360869565,0.0990685432642117
2020-05-01,12,0.64,3.063,25227,0,69.44,4.22408341304348,3.85438510869565,0.0959162859761395
2020-05-02,21,0.7,2.908,22715,0.001,69.44,4.22408341304348,3.81271613043478,0.107893498633423
2020-05-03,23,0.77,2.714,21524,0.001,69.44,4.22408341304348,3.77882667391304,0.117829362803074
2020-05-04,25,0.81,2.559,17107,0.002,69.44,4.19869165217391,3.76891982608696,0.114030503677008
2020-05-05,28,0.83,2.404,14542,0.002,69.44,4.287186,3.76891982608696,0.137510532945225
2020-05-06,19,0.81,2.249,23900,0.001,69.44,4.29756904347826,3.76891982608696,0.14026544521648
2020-05-07,19,0.77,2.172,33893,0.001,69.44,4.30045169565217,3.8872577173913,0.106294464710243
2020-05-08,5,0.75,1.978,34701,0.001,69.44,4.36516313043478,4.0412285,0.0801574646013664
2020-05-09,21,0.76,1.667,38206,0,69.44,4.36516313043478,4.17445969565217,0.0456833814879642
2020-05-10,9,0.77,1.9,32416,0,69.44,4.36516313043478,4.38323219565217,-0.00412231531683726
2020-05-11,22,0.79,1.823,27247,0,69.44,4.41185223913044,4.22408341304348,0.04445196927389
2020-05-12,10,0.8,1.939,22808,0.001,69.44,4.33370723913043,4.22408341304348,0.0259520978559399
2020-05-13,9,0.82,1.978,31098,0,69.44,4.32534302173913,4.22408341304348,0.0239719718561842
2020-05-14,30,0.85,1.784,34274,0,69.44,4.23693176086956,4.19869165217391,0.00910762491354955
2020-05-15,16,0.81,1.9,40517,0.001,65.74,4.26238084782609,4.287186,-0.00578588196871169
2020-05-16,9,0.76,1.939,31836,0.001,64.35,4.26238084782609,4.29756904347826,-0.00818793026852559
2020-05-17,10,0.75,1.745,26474,0,64.35,4.26238084782609,4.30045169565217,-0.00885275559880772
2020-05-18,14,0.74,1.823,20742,0,67.13,4.34449295652174,4.36516313043478,-0.00473525806376568
2020-05-19,4,0.72,1.667,24287,0,67.13,4.39213597826087,4.36516313043478,0.00617911565275222
2020-05-20,9,0.74,1.59,25884,0,67.13,4.44431430434783,4.36516313043478,0.0181324664274711
2020-05-21,14,0.76,1.512,25821,0,67.13,4.44498708695652,4.41185223913044,0.00751041649405217
2020-05-22,4,0.77,1.357,32855,0,67.13,4.44822423913043,4.33370723913043,0.0264247199178543
2020-05-23,15,0.8,1.28,21679,0.001,67.13,4.44822423913043,4.32534302173913,0.0284095889675579
2020-05-24,0,0.82,1.202,32273,0,67.13,4.44822423913043,4.23693176086956,0.04986921909205
2020-05-25,12,0.89,1.163,19304,0,65.28,4.59032160869565,4.26238084782609,0.0769383995887704
2020-05-26,13,0.96,1.163,44465,0.001,65.28,4.71611580434783,4.26238084782609,0.106451059330645
2020-05-27,11,0.99,1.125,49388,0,65.28,4.71885515217391,4.26238084782609,0.107093739542453
